User_ID;Gender;Age;Marital_Status;Website_Activity;Browsed_Electronics_12Mo;Bought_Electronics_12Mo;Bought_Digital_Media_18Mo;Bought_Digital_Books;Payment_Method;eReader_Adoption
1816644;M;64;M;Seldom;Yes;No;No;No;Bank Transfer;Early Majority
1569248;M;31;M;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Innovator
1116455;M;31;M;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Innovator
1827199;M;21;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Innovator
1128176;M;24;M;Seldom;No;Yes;Yes;Yes;Bank Transfer;Early Majority
1139119;M;58;M;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1444624;F;29;M;Seldom;Yes;No;No;No;Bank Transfer;Late Majority
1057958;F;49;M;Regular;No;Yes;Yes;No;Credit Card;Late Majority
1922620;M;48;S;Regular;Yes;No;No;No;Monthly Billing;Early Majority
1491310;F;29;S;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1129914;M;57;S;Regular;No;Yes;Yes;Yes;Bank Transfer;Early Adopter
1187213;F;43;S;Seldom;Yes;Yes;No;Yes;Credit Card;Early Adopter
1497511;F;43;S;Seldom;Yes;Yes;No;Yes;Credit Card;Early Adopter
1266816;F;35;S;Regular;Yes;Yes;No;No;Website Account;Early Adopter
1999901;M;35;M;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Adopter
1380876;M;35;M;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Adopter
1004043;F;49;S;Seldom;Yes;Yes;Yes;No;Monthly Billing;Late Majority
1623886;F;49;S;Seldom;Yes;Yes;Yes;No;Monthly Billing;Late Majority
1007900;F;47;S;Seldom;Yes;No;Yes;Yes;Bank Transfer;Early Adopter
1431883;F;60;M;Seldom;Yes;No;Yes;Yes;Website Account;Early Adopter
1855327;F;60;M;Seldom;Yes;No;Yes;Yes;Website Account;Early Adopter
1735183;F;37;M;Regular;No;Yes;Yes;Yes;Monthly Billing;Early Adopter
1406884;F;37;M;Regular;No;Yes;Yes;Yes;Monthly Billing;Early Adopter
1720507;M;33;M;Seldom;Yes;Yes;No;No;Credit Card;Early Majority
1080126;M;33;M;Seldom;Yes;Yes;No;No;Credit Card;Early Majority
1840483;F;26;M;Regular;Yes;No;Yes;No;Website Account;Early Adopter
1936054;F;26;M;Regular;Yes;No;Yes;No;Website Account;Early Adopter
1978210;M;22;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Early Majority
1705381;M;22;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Early Majority
1030201;M;57;M;Frequent;Yes;Yes;Yes;Yes;Website Account;Innovator
1133196;M;43;S;Seldom;Yes;Yes;Yes;No;Website Account;Early Majority
1937799;M;62;M;Seldom;Yes;No;Yes;No;Website Account;Innovator
1933099;M;30;M;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Adopter
1410745;M;43;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1645962;M;43;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1661096;F;46;S;Seldom;Yes;Yes;No;No;Bank Transfer;Late Majority
1611658;F;31;S;Regular;Yes;No;Yes;Yes;Bank Transfer;Early Adopter
1301027;M;53;M;Seldom;Yes;No;Yes;No;Credit Card;Late Majority
1691209;M;21;S;Seldom;Yes;No;No;Yes;Website Account;Early Adopter
1128331;F;51;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1824854;M;54;S;Regular;Yes;Yes;Yes;No;Credit Card;Early Adopter
1966778;M;54;S;Regular;No;Yes;Yes;Yes;Monthly Billing;Early Adopter
1261401;F;48;S;Seldom;No;No;Yes;Yes;Bank Transfer;Early Majority
1632910;F;48;S;Seldom;No;No;Yes;Yes;Bank Transfer;Early Majority
1509415;M;28;M;Seldom;Yes;No;Yes;Yes;Website Account;Early Majority
1881053;M;51;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1390958;F;38;M;Seldom;Yes;No;Yes;Yes;Bank Transfer;Early Adopter
1243222;M;22;S;Regular;Yes;Yes;No;No;Credit Card;Innovator
1221291;F;32;M;Regular;Yes;No;Yes;No;Website Account;Early Adopter
1884063;M;46;M;Regular;Yes;No;Yes;No;Credit Card;Early Adopter
1075967;M;41;M;Seldom;Yes;Yes;Yes;No;Website Account;Early Majority
1951952;M;19;M;Regular;Yes;Yes;Yes;No;Bank Transfer;Early Adopter
1864805;F;17;M;Seldom;Yes;No;Yes;No;Website Account;Early Majority
1247988;F;17;M;Seldom;Yes;No;Yes;No;Website Account;Early Majority
1314664;M;34;M;Seldom;Yes;No;Yes;Yes;Website Account;Early Adopter
1586355;F;33;S;Seldom;Yes;Yes;Yes;No;Website Account;Early Majority
1202597;F;49;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1222092;F;49;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1186135;M;17;M;Seldom;Yes;Yes;Yes;No;Website Account;Early Majority
1712356;F;34;S;Seldom;Yes;No;Yes;No;Bank Transfer;Early Adopter
1153448;M;64;S;Seldom;Yes;No;Yes;Yes;Bank Transfer;Early Adopter
1202161;M;64;S;Seldom;Yes;No;Yes;Yes;Bank Transfer;Early Adopter
1406945;F;63;M;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1520649;F;47;S;Regular;Yes;No;No;Yes;Bank Transfer;Innovator
1018901;F;47;S;Regular;Yes;No;No;Yes;Bank Transfer;Innovator
1618552;F;41;M;Seldom;Yes;No;Yes;No;Bank Transfer;Early Majority
1938716;F;41;M;Seldom;Yes;No;Yes;No;Bank Transfer;Early Majority
1575219;M;24;M;Regular;Yes;No;Yes;No;Bank Transfer;Innovator
1251233;M;61;S;Seldom;Yes;No;Yes;Yes;Website Account;Early Majority
1014997;F;30;M;Regular;Yes;No;Yes;No;Bank Transfer;Early Adopter
1316113;M;56;S;Seldom;Yes;No;Yes;Yes;Bank Transfer;Early Majority
1874892;M;48;M;Seldom;Yes;Yes;Yes;No;Credit Card;Late Majority
1132046;M;48;M;Seldom;Yes;Yes;Yes;No;Credit Card;Late Majority
1075813;F;38;S;Regular;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1344678;M;22;S;Seldom;Yes;No;Yes;No;Bank Transfer;Early Majority
1056108;M;35;M;Seldom;Yes;No;Yes;Yes;Website Account;Early Adopter
1827416;F;47;M;Seldom;Yes;No;Yes;Yes;Website Account;Early Majority
1895758;F;34;S;Seldom;Yes;No;Yes;No;Bank Transfer;Early Majority
1423801;F;34;S;Seldom;Yes;No;Yes;No;Bank Transfer;Early Majority
1123143;M;54;S;Regular;Yes;Yes;Yes;No;Credit Card;Early Majority
1913781;F;61;M;Frequent;Yes;No;No;No;Monthly Billing;Early Majority
1076463;M;64;M;Seldom;Yes;No;Yes;No;Credit Card;Early Adopter
1178435;M;27;S;Seldom;Yes;No;Yes;Yes;Monthly Billing;Early Adopter
1968630;M;27;S;Seldom;Yes;No;Yes;Yes;Monthly Billing;Early Adopter
1572194;F;42;S;Frequent;Yes;Yes;Yes;No;Credit Card;Early Adopter
1787954;M;45;S;Regular;Yes;Yes;Yes;No;Website Account;Early Majority
1635667;M;29;S;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1274882;M;55;M;Seldom;Yes;Yes;No;No;Credit Card;Late Majority
1162205;F;21;S;Seldom;Yes;No;No;No;Credit Card;Early Majority
1019601;F;62;M;Regular;No;Yes;Yes;No;Bank Transfer;Early Majority
1579794;F;51;S;Regular;Yes;Yes;No;No;Bank Transfer;Early Adopter
1386109;F;47;S;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Majority
1263107;M;45;S;Regular;Yes;Yes;Yes;No;Website Account;Early Adopter
1707988;F;26;S;Seldom;No;No;No;Yes;Website Account;Early Adopter
1787130;F;50;S;Seldom;Yes;No;No;No;Credit Card;Late Majority
1932907;F;50;S;Seldom;Yes;No;No;No;Credit Card;Late Majority
1958316;M;53;S;Seldom;Yes;No;Yes;No;Website Account;Early Adopter
1219920;M;60;M;Regular;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1911731;M;60;M;Regular;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1664214;M;47;S;Regular;Yes;No;No;Yes;Credit Card;Early Adopter
1798164;F;60;M;Seldom;Yes;Yes;Yes;Yes;Monthly Billing;Early Adopter
1897370;M;55;S;Seldom;Yes;Yes;Yes;Yes;Website Account;Late Majority
1060336;F;63;M;Frequent;Yes;Yes;Yes;No;Bank Transfer;Early Adopter
1127022;M;57;S;Regular;Yes;Yes;Yes;Yes;Bank Transfer;Innovator
1457850;F;63;M;Frequent;Yes;Yes;Yes;No;Bank Transfer;Early Adopter
1539483;M;61;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1582275;M;61;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Late Majority
1535305;M;57;S;Regular;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1412830;M;52;S;Seldom;Yes;Yes;Yes;Yes;Monthly Billing;Early Majority
1909519;M;66;M;Regular;Yes;No;Yes;Yes;Bank Transfer;Early Majority
1340184;F;26;M;Seldom;Yes;No;Yes;Yes;Website Account;Early Majority
1022788;F;41;S;Seldom;Yes;No;Yes;No;Bank Transfer;Early Majority
1365436;F;41;S;Seldom;Yes;No;Yes;No;Bank Transfer;Early Majority
1114627;F;26;M;Seldom;Yes;No;Yes;Yes;Website Account;Early Majority
1814063;M;31;M;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1433266;M;31;M;Seldom;Yes;No;Yes;No;Website Account;Late Majority
1710686;M;27;S;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1082358;F;58;S;Regular;Yes;Yes;Yes;No;Website Account;Innovator
1492222;M;25;S;Regular;Yes;Yes;Yes;No;Website Account;Early Adopter
1395264;M;25;S;Regular;Yes;Yes;Yes;No;Website Account;Early Adopter
1038944;M;19;S;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1556676;F;41;M;Seldom;Yes;Yes;No;No;Bank Transfer;Early Majority
1001158;F;43;M;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Majority
1873608;F;63;S;Regular;Yes;No;No;No;Bank Transfer;Early Majority
1728085;F;41;M;Seldom;Yes;Yes;No;No;Bank Transfer;Early Majority
1044199;M;41;M;Regular;No;No;Yes;Yes;Monthly Billing;Early Adopter
1048570;F;44;M;Seldom;Yes;Yes;Yes;No;Monthly Billing;Late Majority
1253332;F;39;M;Regular;No;No;Yes;No;Website Account;Early Majority
1100405;F;34;S;Regular;Yes;Yes;Yes;No;Website Account;Early Adopter
1155375;F;61;M;Frequent;Yes;No;No;No;Monthly Billing;Early Adopter
1190903;F;46;S;Regular;Yes;Yes;Yes;No;Bank Transfer;Early Adopter
1508550;M;57;S;Seldom;Yes;Yes;Yes;Yes;Bank Transfer;Early Adopter
1055846;M;45;S;Seldom;Yes;No;Yes;No;Credit Card;Early Majority
1949576;M;37;S;Seldom;Yes;Yes;Yes;Yes;Monthly Billing;Early Adopter
1331362;F;55;M;Regular;Yes;Yes;No;Yes;Website Account;Early Adopter
1951900;F;55;M;Regular;Yes;Yes;No;Yes;Website Account;Early Adopter
1418302;M;57;M;Seldom;Yes;Yes;Yes;No;Website Account;Late Majority
1239427;F;42;M;Regular;Yes;Yes;Yes;Yes;Credit Card;Innovator
1158954;F;26;M;Seldom;Yes;Yes;Yes;No;Bank Transfer;Early Majority
1958443;M;62;S;Regular;Yes;No;Yes;Yes;Credit Card;Innovator
1685005;M;62;S;Regular;Yes;No;Yes;Yes;Credit Card;Innovator
1078532;F;61;M;Regular;Yes;Yes;Yes;No;Monthly Billing;Early Majority
1444119;M;21;S;Seldom;Yes;Yes;Yes;No;Bank Transfer;Early Majority
1891684;M;41;M;Regular;Yes;Yes;Yes;Yes;Credit Card;Innovator
1244734;M;41;M;Regular;Yes;Yes;Yes;Yes;Credit Card;Innovator
1178867;F;58;M;Frequent;Yes;No;Yes;No;Bank Transfer;Early Adopter
1700148;F;58;M;Frequent;Yes;No;Yes;No;Bank Transfer;Early Adopter
1515409;M;54;M;Seldom;Yes;No;Yes;Yes;Website Account;Early Majority
1535151;M;43;S;Seldom;Yes;Yes;Yes;Yes;Website Account;Early Majority
1866366;M;37;M;Regular;Yes;No;No;No;Website Account;Early Adopter
1848052;M;60;S;Seldom;Yes;Yes;No;No;Bank Transfer;Late Majority
1342779;M;37;M;Regular;Yes;No;No;No;Website Account;Early Adopter
1018278;M;38;M;Regular;Yes;Yes;Yes;Yes;Website Account;Innovator
1954852;M;38;M;Regular;Yes;Yes;Yes;Yes;Website Account;Innovator
1397695;M;63;S;Seldom;Yes;No;No;No;Bank Transfer;Late Majority
1840589;F;55;S;Seldom;Yes;No;Yes;No;Monthly Billing;Early Adopter
